address,name,rating,lat,lon,state_code
10491台灣台北市中山區玉門街1號,花博公園圓山園區,4.2,25.0707535,121.52048049999999,554427003
100台灣台北市中正區中山北路一段46號,台北市國父史蹟館(逸仙公園),4.0,25.047734100000003,121.52007140000002,553926957
100台灣台北市中正區懷寧街109號,臺北市政府公園路燈工程管理處,3.3,25.0407177,121.5143044,553726939
100台灣台北市中正區衡陽路116號2樓,愛奇堡親子智力樂園,4.0,25.042122,121.50985700000001,553826941
104台灣台北市中山區伊通街41號,伊通公園,3.8,25.050777899999996,121.5349351,553926967
115台灣台北市南港區南深路37號,山水綠生態公園,4.1,25.0296587,121.6213429,553526934
110台灣台北市信義區永吉路30巷157弄22號,富生公園,3.8,25.0421366,121.5698107,553826955
100台灣台北市中正區八德路一段1號,華山1914文創園區,4.3,25.04413030000001,121.52939950000001,553826951
110台灣台北市信義區光復南路133號,松山文創園區ㄧ號倉庫,4.2,25.0443998,121.55951029999999,553826958
112台灣台北市北投區關渡路55號,關渡自然公園,4.2,25.118898899999998,121.4707983,555427041
103台灣台北市大同區歸綏街79巷11號,蔣渭水紀念公園,3.7,25.059768899999998,121.516843,554126982
10491台灣台北市中山區北安路400巷1弄10號,美堤河濱公園,4.3,25.0752299,121.5607608,554527019
10491台灣台北市中山區敬業三路20號,美麗華百樂園,4.1,25.083301199999998,121.55731010000001,554727030
110台灣台北市信義區光復南路133號,松山文創園區2號倉庫,4.3,25.0443619,121.55982209999999,553826958
10491台灣台北市中山區南京東路一段88號,林森公園,4.0,25.0525,121.52611110000001,554026969
115台灣台北市南港區研究院路二段2號,四分河濱公園,3.9,25.048621,121.61569650000001,553926980
100台灣台北市中正區廈門街113巷2-10號,牯嶺公園,3.9,25.0231754,121.5186999,553326892
115台灣台北市南港區東新街170號,南港公園,4.2,25.0457002,121.59213170000001,553826968
116台灣台北市文山區興隆路四段50號,木柵公園,4.0,24.987087600000002,121.5599525,552526777
108台灣台北市萬華區康定路19號,臺北市電影主題公園,3.8,25.0447182,121.5031916,553826946
114台灣台北市內湖區成功路五段31號,大湖公園,4.4,25.0822805,121.60445190000002,554627039
110台灣台北市信義區松山路656巷2號,永春岡公園,4.2,25.0313299,121.57749390000001,553526928
"106台灣台北市大安區忠孝東路三段147號公園, 安東街",安東街公園,,25.0427924,121.54280790000001,553826950
11169台灣台北市士林區承德路五段55號,臺北市兒童新樂園,4.4,25.0972354,121.5149423,555027037
10463台灣台北市中山區北安路621巷6弄21號,Petit Park小公園,4.1,25.0826698,121.5477258,554627027
116台灣台北市文山區木柵路五段43巷151號,福德坑環保復育公園,4.1,25.0089367,121.59051090000001,553026863
100台灣台北市中正區北平東路30-10號,中央藝文公園,4.2,25.0461209,121.52683529999999,553826955
103台灣台北市大同區西寧北路28號,玉泉公園,3.8,25.0497229,121.507347,553926959
106台灣台北市大安區金華街172巷3號,金華公園,3.6,25.029533999999998,121.531016,553526913
100台灣台北市中正區水源路9-3號,古亭河濱公園籃球場,4.4,25.0144935,121.52564170000001,553126867
111台灣台北市士林區忠誠路二段七十七號,天母運動公園,4.3,25.11318,121.532537,555327052
10491台灣台北市中山區民權東路三段1號,榮星花園,4.2,25.0634668,121.5391412,554226994
111台灣台北市士林區至善路二段221號,至善園,4.3,25.1011391,121.5494884,555127048
116台灣台北市文山區仙岩路128號,興隆公園,4.1,25.000154000000002,121.551098,552826824
108台灣台北市萬華區水源路199號,青年公園,4.2,25.02305560000001,121.50527779999999,553326889
10491台灣台北市中山區新生北路三段105號,花博公園新生園區,4.1,25.0708333,121.5313889,554427005
100台灣台北市中正區思源街1號,自來水園區,4.3,25.013284,121.53032150000001,553126864
114台灣台北市內湖區內湖路二段175號,碧湖公園,4.3,25.08262089999999,121.58302090000001,554627035
114台灣台北市內湖區大湖街166巷30號,湖山六號公園,4.3,25.08309980000001,121.6019904,554727040
105台灣台北市松山區民權東路四段180號,民權公園,4.1,25.061746799999998,121.55865849999999,554226995
106台灣台北市大安區新生南路二段1號,大安森林公園,4.4,25.032435,121.5349054,553526922
100台灣台北市中正區汀州路三段2號,臺北市客家文化主題公園,3.9,25.0202507,121.5253585,553326885
100台灣台北市中正區南昌路一段1號,國立臺灣博物館南門園區,4.3,25.033197199999996,121.51595859999999,553626920
116台灣台北市文山區仙岩路16巷36號,仙岩公園,3.8,24.998029000000002,121.54968500000001,552826816
110台灣台北市信義區光復南路133號,松山文創園區,4.3,25.0436921,121.5606419,553826957
111台灣台北市士林區福林路307號,雙溪公園,4.0,25.098492999999998,121.53610829999998,555027042
10491台灣台北市中山區中山北路三段181號,花博公園美術園區,4.2,25.0705092,121.52490039999999,554427003
