address,name,rating,lat,lon,state_code
106台灣台北市大安區台北市松山區敦化南路一段187巷34號,誘惑,,25.0424087,121.5509601,553826951
110台灣台北市信義區松壽路12號8 樓,halo nightclub,5.0,25.035248,121.5659225,553626936
111台灣台北市士林區天母東路50巷20之8號,醺Two British Bar,4.5,25.1174138,121.5330095,555427054
105台灣台北市松山區市民大道四段145號,夜店居酒屋,5.0,25.0448852,121.55080420000002,553826957
110台灣台北市信義區松壽路22號地下一樓之二,IKON Taipei,3.6,25.03579269999999,121.5680096,553626938
108台灣台北市萬華區開封街二段36號B1,Commander D,4.3,25.0461992,121.5079,553826951
10491台灣台北市中山區建國北路二段90號B1,TABOO Night Club,3.5,25.0566685,121.5365097,554126980
105台灣台北市松山區市民大道四段163號,JokeR Bistro & Bar,4.5,25.0447997,121.5514126,553826957
110台灣台北市信義區松壽路22號5樓,Barcode,4.1,25.035614,121.568119,553626938
110台灣台北市信義區松德路171號,STAGE SHOW,3.3,25.035728,121.574755,553626940
110台灣台北市信義區松壽路 22號ㄠ,IKON,3.0,25.035503,121.56786,553626938
110台灣台北市信義區信義路四段456號3樓,M Taipei,3.3,25.0328519,121.5582249,553526928
106台灣台北市大安區安和路二段100號,卡奈基餐廳,3.8,25.02848819999999,121.5499694,553526914
106台灣台北市大安區市民大道四段196號,清潭洞韓式燒烤餐廳,3.9,25.0441662,121.554857,553826956
106台灣台北市大安區羅斯福路二段67號B1,box nightclub,3.3,25.0266949,121.5229545,553426903
110台灣台北市信義區松壽路12號,ATT 4 FUN 臺北信義店,4.1,25.035332,121.5659537,553626937
110台灣台北市信義區松壽路22號,VIBE,3.9,25.035503100000003,121.56786,553626938
106台灣台北市大安區敦化南路一段198號,ABRAZO BISTRO 擁抱,4.2,25.0423194,121.5485032,553826951
106台灣台北市大安區忠孝東路四段201號5樓,OMNI Nightclub,3.5,25.04167649999999,121.5516551,553726950
110台灣台北市信義區松壽路12號號 10 樓,Hexagon,2.3,25.03531,121.5660665,553626937
110台灣台北市信義區松仁路90號,INHOUSE,3.4,25.0350809,121.5680025,553626936
105台灣台北市松山區八德路四段138號12樓,ASIA,4.0,25.0484949,121.56243,553926968
106台灣台北市大安區和平東路一段45號2樓,45酒吧,4.0,25.02715,121.524116,553426905
110台灣台北市信義區信義路五段16-1號,MQ [ Marquee Taipei ],4.4,25.032594,121.563202,553526929
10491台灣台北市中山區林森北路600號,(台北華國大飯店)Front Page Bar長虹酒吧,4.0,25.065946,121.5255629,554326996
108台灣台北市萬華區成都路10巷51號,Café Dalida,4.2,25.041786,121.506315,553726940
